hostname1,hostname2,demand
MLML-ROUTER-3302,TPDB-ROUTER-3316,2
MLML-ROUTER-3302,TPDB-ROUTER-4202,1
MLML-ROUTER-3302,TPDB-ROUTER-4208,3
MLML-ROUTER-3302,TPDB-ROUTER-4209,12
MLML-ROUTER-3302,TPDB-ROUTER-4210,20
MLML-ROUTER-3302,TPDT-ROUTER-3301,1
MLML-ROUTER-3302,TPDT-ROUTER-3307,9
MLML-ROUTER-3302,TPDT-ROUTER-3308,4
MLML-ROUTER-3302,TPDT-ROUTER-4001,27
MLML-ROUTER-3302,TPDT-ROUTER-4002,20
MLML-ROUTER-3302,TPDT-ROUTER-4003,24
MLML-ROUTER-3302,TPDT-ROUTER-4004,25
MLML-ROUTER-3302,TPDT-ROUTER-4005,25
MLML-ROUTER-3302,TPDT-ROUTER-4006,13
MLML-ROUTER-3302,TPE4-ROUTER-3301,5
MLML-ROUTER-3302,TPE4-ROUTER-3302,7
MLML-ROUTER-3302,TPN2-ROUTER-3301,3
MLML-ROUTER-3302,TPN2-ROUTER-3302,3
MLML-ROUTER-3302,TYFO-ROUTER-3301,5
MLML-ROUTER-3302,TYFO-ROUTER-3302,4
MLML-ROUTER-3302,TYFO-ROUTER-3305,2
MLML-ROUTER-3302,TYFO-ROUTER-3306,1
MLML-ROUTER-3302,TYFO-ROUTER-4031,2
MLML-ROUTER-3302,TYFO-ROUTER-4032,1
NKN1-ROUTER-3311,0.0.0.0,2
NKN1-ROUTER-3311,203.75.189.228,1
NKN1-ROUTER-3311,203.75.75.129,16
NKN1-ROUTER-3311,210.242.0.253,1
NKN1-ROUTER-3311,210.59.129.1,12
NKN1-ROUTER-3311,220.128.0.245,17
NKN1-ROUTER-3311,CAW1-ROUTER-3311,8
NKN1-ROUTER-3311,CAW1-ROUTER-3312,7
NKN1-ROUTER-3311,CHCH-ROUTER-3301,10
NKN1-ROUTER-3311,CHCH-ROUTER-3302,7
NKN1-ROUTER-3311,CLPY-ROUTER-3301,11
NKN1-ROUTER-3311,CLPY-ROUTER-3302,11
NKN1-ROUTER-3311,CSLL-ROUTER-3301,5
NKN1-ROUTER-3311,CSLL-ROUTER-3302,4
NKN1-ROUTER-3311,FSE1-ROUTER-3301,3
NKN1-ROUTER-3311,FSE1-ROUTER-3302,2
NKN1-ROUTER-3311,FYFY-ROUTER-3301,3
NKN1-ROUTER-3311,FYFY-ROUTER-3302,3
NKN1-ROUTER-3311,HK-R11,12
NKN1-ROUTER-3311,HK-R12,4
NKN1-ROUTER-3311,HLCA-ROUTER-3301,2
NKN1-ROUTER-3311,HLCA-ROUTER-3302,1
NKN1-ROUTER-3311,HYMD-ROUTER-3301,1
NKN1-ROUTER-3311,HYMD-ROUTER-3302,1
NKN1-ROUTER-3311,MLML-ROUTER-3301,7
NKN1-ROUTER-3311,MLML-ROUTER-3302,7
NKN1-ROUTER-3311,NKN1-ROUTER-3311,39
NKN1-ROUTER-3311,NKN1-ROUTER-3312,32
NKN1-ROUTER-3311,NTNK-ROUTER-3301,4
NKN1-ROUTER-3311,NTNK-ROUTER-3302,2
NKN1-ROUTER-3311,PCPC-ROUTER-3301,21
NKN1-ROUTER-3311,PCPC-ROUTER-3302,20
NKN1-ROUTER-3311,PCPD-ROUTER-3212,2
NKN1-ROUTER-3311,PCPD-ROUTER-4001,2
NKN1-ROUTER-3311,PTHS-ROUTER-3311,5
NKN1-ROUTER-3311,PTHS-ROUTER-3312,4
NKN1-ROUTER-3311,RTKZ-ROUTER-3311,2
NKN1-ROUTER-3311,RTKZ-ROUTER-3312,4
NKN1-ROUTER-3311,SCZS-ROUTER-3311,14
NKN1-ROUTER-3311,SCZS-ROUTER-3312,13
NKN1-ROUTER-3311,SHGS-ROUTER-3301,3
NKN1-ROUTER-3311,SHGS-ROUTER-3302,2
NKN1-ROUTER-3311,SHMZ-ROUTER-3301,3
NKN1-ROUTER-3311,SHMZ-ROUTER-3302,2
NKN1-ROUTER-3311,SIPR-ROUTER-3301,2
NKN1-ROUTER-3311,SIPR-ROUTER-3302,4
NKN1-ROUTER-3311,SKC1-ROUTER-3011,1
NKN1-ROUTER-3311,SKC1-ROUTER-3311,6
NKN1-ROUTER-3311,SKC1-ROUTER-3312,5
NKN1-ROUTER-3311,SKC1-ROUTER-3315,73
NKN1-ROUTER-3311,SKC1-ROUTER-3316,62
NKN1-ROUTER-3311,SKC1-ROUTER-4031,3
NKN1-ROUTER-3311,SKC1-ROUTER-4032,1
NKN1-ROUTER-3311,SKC1-ROUTER-4935,1
NKN1-ROUTER-3311,SNUH-ROUTER-3301,16
NKN1-ROUTER-3311,SNUH-ROUTER-3302,14
NKN1-ROUTER-3311,TCHN-ROUTER-3301,23
NKN1-ROUTER-3311,TCHN-ROUTER-3302,25
NKN1-ROUTER-3311,TCKK-ROUTER-3301,1
NKN1-ROUTER-3311,TCKK-ROUTER-3302,1
NKN1-ROUTER-3311,TCWH-ROUTER-3301,8
NKN1-ROUTER-3311,TLHN-ROUTER-3301,6
NKN1-ROUTER-3311,TLHN-ROUTER-3302,4
NKN1-ROUTER-3311,TNCD-ROUTER-3311,8
NKN1-ROUTER-3311,TNCD-ROUTER-3312,9
NKN1-ROUTER-3311,TNE1-ROUTER-3301,140
NKN1-ROUTER-3311,TNE1-ROUTER-3302,12
NKN1-ROUTER-3311,TPDB-ROUTER-3311,23
NKN1-ROUTER-3311,TPDB-ROUTER-3312,1
NKN1-ROUTER-3311,TPDB-ROUTER-3315,11
NKN1-ROUTER-3311,TPDB-ROUTER-3316,7
NKN1-ROUTER-3311,TPDB-ROUTER-4202,2
NKN1-ROUTER-3311,TPDB-ROUTER-4207,1
NKN1-ROUTER-3311,TPDB-ROUTER-4208,10
NKN1-ROUTER-3311,TPDB-ROUTER-4209,49
NKN1-ROUTER-3311,TPDB-ROUTER-4210,51
NKN1-ROUTER-3311,TPDT-ROUTER-3301,3
NKN1-ROUTER-3311,TPDT-ROUTER-3307,43
NKN1-ROUTER-3311,TPDT-ROUTER-3308,38
NKN1-ROUTER-3311,TPDT-ROUTER-4001,70
NKN1-ROUTER-3311,TPDT-ROUTER-4002,68
NKN1-ROUTER-3311,TPDT-ROUTER-4003,81
NKN1-ROUTER-3311,TPDT-ROUTER-4004,88
NKN1-ROUTER-3311,TPDT-ROUTER-4005,64
NKN1-ROUTER-3311,TPDT-ROUTER-4006,49
NKN1-ROUTER-3311,TPDT-ROUTER-4042,2
NKN1-ROUTER-3311,TPE4-ROUTER-3301,19
NKN1-ROUTER-3311,TPE4-ROUTER-3302,14
NKN1-ROUTER-3311,TPN2-ROUTER-3301,9
NKN1-ROUTER-3311,TPN2-ROUTER-3302,8
NKN1-ROUTER-3311,TTML-ROUTER-3301,1
NKN1-ROUTER-3311,TTML-ROUTER-3302,1
NKN1-ROUTER-3311,TYFO-ROUTER-3301,13
NKN1-ROUTER-3311,TYFO-ROUTER-3302,15
NKN1-ROUTER-3311,TYFO-ROUTER-3305,11
NKN1-ROUTER-3311,TYFO-ROUTER-3306,1
NKN1-ROUTER-3311,TYFO-ROUTER-4031,10
NKN1-ROUTER-3311,TYFO-ROUTER-4032,4
NKN1-ROUTER-3311,ULUL-ROUTER-3301,1
NKN1-ROUTER-3311,ULUL-ROUTER-3302,1
NKN1-ROUTER-3312,0.0.0.0,1
NKN1-ROUTER-3312,203.75.189.228,1
NKN1-ROUTER-3312,203.75.75.129,16
NKN1-ROUTER-3312,210.242.0.253,1
NKN1-ROUTER-3312,210.59.129.1,14
NKN1-ROUTER-3312,220.128.0.245,14
NKN1-ROUTER-3312,CAW1-ROUTER-3311,6
NKN1-ROUTER-3312,CAW1-ROUTER-3312,8
NKN1-ROUTER-3312,CHCH-ROUTER-3301,10
NKN1-ROUTER-3312,CHCH-ROUTER-3302,7
NKN1-ROUTER-3312,CLPY-ROUTER-3301,15
NKN1-ROUTER-3312,CLPY-ROUTER-3302,12
NKN1-ROUTER-3312,CSLL-ROUTER-3301,5
NKN1-ROUTER-3312,CSLL-ROUTER-3302,6
NKN1-ROUTER-3312,FSE1-ROUTER-3301,2
NKN1-ROUTER-3312,FSE1-ROUTER-3302,1
NKN1-ROUTER-3312,FYFY-ROUTER-3301,3
NKN1-ROUTER-3312,FYFY-ROUTER-3302,4
NKN1-ROUTER-3312,HK-R11,9
NKN1-ROUTER-3312,HK-R12,4
NKN1-ROUTER-3312,HLCA-ROUTER-3301,2
NKN1-ROUTER-3312,HLCA-ROUTER-3302,2
NKN1-ROUTER-3312,HYMD-ROUTER-3301,2
NKN1-ROUTER-3312,HYMD-ROUTER-3302,1
NKN1-ROUTER-3312,KMKC-ROUTER-3302,1
NKN1-ROUTER-3312,MLML-ROUTER-3301,3
NKN1-ROUTER-3312,MLML-ROUTER-3302,7
NKN1-ROUTER-3312,NKN1-ROUTER-3311,19
NKN1-ROUTER-3312,NKN1-ROUTER-3312,32
NKN1-ROUTER-3312,NTNK-ROUTER-3301,5
NKN1-ROUTER-3312,NTNK-ROUTER-3302,3
NKN1-ROUTER-3312,PCPC-ROUTER-3301,20
NKN1-ROUTER-3312,PCPC-ROUTER-3302,24
NKN1-ROUTER-3312,PCPD-ROUTER-3212,2
NKN1-ROUTER-3312,PCPD-ROUTER-4001,4
NKN1-ROUTER-3312,PHMK-ROUTER-3201,1
NKN1-ROUTER-3312,PTHS-ROUTER-3311,5
NKN1-ROUTER-3312,PTHS-ROUTER-3312,3
NKN1-ROUTER-3312,RTKZ-ROUTER-3311,3
NKN1-ROUTER-3312,RTKZ-ROUTER-3312,4
NKN1-ROUTER-3312,SCZS-ROUTER-3311,20
NKN1-ROUTER-3312,SCZS-ROUTER-3312,14
NKN1-ROUTER-3312,SHGS-ROUTER-3301,2
NKN1-ROUTER-3312,SHGS-ROUTER-3302,4
NKN1-ROUTER-3312,SHMZ-ROUTER-3301,2
NKN1-ROUTER-3312,SHMZ-ROUTER-3302,3
NKN1-ROUTER-3312,SIPR-ROUTER-3301,5
NKN1-ROUTER-3312,SIPR-ROUTER-3302,5
NKN1-ROUTER-3312,SKC1-ROUTER-3011,1
NKN1-ROUTER-3312,SKC1-ROUTER-3311,6
NKN1-ROUTER-3312,SKC1-ROUTER-3312,4
NKN1-ROUTER-3312,SKC1-ROUTER-3315,63
NKN1-ROUTER-3312,SKC1-ROUTER-3316,66
NKN1-ROUTER-3312,SKC1-ROUTER-4031,5
NKN1-ROUTER-3312,SKC1-ROUTER-4032,1
NKN1-ROUTER-3312,SKC1-ROUTER-4935,1
NKN1-ROUTER-3312,SNUH-ROUTER-3301,17
NKN1-ROUTER-3312,SNUH-ROUTER-3302,18
NKN1-ROUTER-3312,TCHN-ROUTER-3301,25
NKN1-ROUTER-3312,TCHN-ROUTER-3302,21
NKN1-ROUTER-3312,TCKK-ROUTER-3301,1
NKN1-ROUTER-3312,TCKK-ROUTER-3302,1
NKN1-ROUTER-3312,TCWH-ROUTER-3301,15
NKN1-ROUTER-3312,TLHN-ROUTER-3301,4
NKN1-ROUTER-3312,TLHN-ROUTER-3302,3
NKN1-ROUTER-3312,TNCD-ROUTER-3311,10
NKN1-ROUTER-3312,TNCD-ROUTER-3312,8
NKN1-ROUTER-3312,TNE1-ROUTER-3301,181
NKN1-ROUTER-3312,TNE1-ROUTER-3302,14
NKN1-ROUTER-3312,TPDB-ROUTER-3311,23
NKN1-ROUTER-3312,TPDB-ROUTER-3312,2
NKN1-ROUTER-3312,TPDB-ROUTER-3315,5
NKN1-ROUTER-3312,TPDB-ROUTER-3316,14
NKN1-ROUTER-3312,TPDB-ROUTER-4202,2
NKN1-ROUTER-3312,TPDB-ROUTER-4208,12
NKN1-ROUTER-3312,TPDB-ROUTER-4209,40
NKN1-ROUTER-3312,TPDB-ROUTER-4210,48
NKN1-ROUTER-3312,TPDT-ROUTER-3301,4
NKN1-ROUTER-3312,TPDT-ROUTER-3307,13
NKN1-ROUTER-3312,TPDT-ROUTER-3308,23
NKN1-ROUTER-3312,TPDT-ROUTER-4001,76
NKN1-ROUTER-3312,TPDT-ROUTER-4002,72
NKN1-ROUTER-3312,TPDT-ROUTER-4003,84
NKN1-ROUTER-3312,TPDT-ROUTER-4004,94
NKN1-ROUTER-3312,TPDT-ROUTER-4005,50
NKN1-ROUTER-3312,TPDT-ROUTER-4006,38
NKN1-ROUTER-3312,TPDT-ROUTER-4042,4
NKN1-ROUTER-3312,TPE4-ROUTER-3301,19
NKN1-ROUTER-3312,TPE4-ROUTER-3302,14
NKN1-ROUTER-3312,TPN2-ROUTER-3301,10
NKN1-ROUTER-3312,TPN2-ROUTER-3302,6
NKN1-ROUTER-3312,TTML-ROUTER-3301,1
NKN1-ROUTER-3312,TTML-ROUTER-3302,3
NKN1-ROUTER-3312,TYFO-ROUTER-3301,21
NKN1-ROUTER-3312,TYFO-ROUTER-3302,14
NKN1-ROUTER-3312,TYFO-ROUTER-3305,9
NKN1-ROUTER-3312,TYFO-ROUTER-3306,1
NKN1-ROUTER-3312,TYFO-ROUTER-4031,9
NKN1-ROUTER-3312,TYFO-ROUTER-4032,4
NKN1-ROUTER-3312,ULUL-ROUTER-3301,2
NKN1-ROUTER-3312,ULUL-ROUTER-3302,3
NTNK-ROUTER-3301,0.0.0.0,3
NTNK-ROUTER-3301,203.75.75.129,6
NTNK-ROUTER-3301,210.59.129.1,4
NTNK-ROUTER-3301,220.128.0.245,5
NTNK-ROUTER-3301,CAW1-ROUTER-3311,1
NTNK-ROUTER-3301,CAW1-ROUTER-3312,1
NTNK-ROUTER-3301,CHCH-ROUTER-3301,16
NTNK-ROUTER-3301,CHCH-ROUTER-3302,18
NTNK-ROUTER-3301,CLPY-ROUTER-3301,7
NTNK-ROUTER-3301,CLPY-ROUTER-3302,4
NTNK-ROUTER-3301,CSLL-ROUTER-3301,2
NTNK-ROUTER-3301,CSLL-ROUTER-3302,2
NTNK-ROUTER-3301,FSE1-ROUTER-3302,1
NTNK-ROUTER-3301,FYFY-ROUTER-3301,4
NTNK-ROUTER-3301,FYFY-ROUTER-3302,1
NTNK-ROUTER-3301,HK-R11,4
NTNK-ROUTER-3301,HK-R12,2
NTNK-ROUTER-3301,HLCA-ROUTER-3301,1
NTNK-ROUTER-3301,HLCA-ROUTER-3302,2
NTNK-ROUTER-3301,MLML-ROUTER-3301,2
NTNK-ROUTER-3301,MLML-ROUTER-3302,1
NTNK-ROUTER-3301,NKN1-ROUTER-3311,4
NTNK-ROUTER-3301,NKN1-ROUTER-3312,6
NTNK-ROUTER-3301,NTNK-ROUTER-3301,17
NTNK-ROUTER-3301,NTNK-ROUTER-3302,10
NTNK-ROUTER-3301,PCPC-ROUTER-3301,8
NTNK-ROUTER-3301,PCPC-ROUTER-3302,6
NTNK-ROUTER-3301,PCPD-ROUTER-3212,1
NTNK-ROUTER-3301,PCPD-ROUTER-4001,1
NTNK-ROUTER-3301,PTHS-ROUTER-3311,1
NTNK-ROUTER-3301,PTHS-ROUTER-3312,2
NTNK-ROUTER-3301,RTKZ-ROUTER-3311,2
NTNK-ROUTER-3301,RTKZ-ROUTER-3312,1
NTNK-ROUTER-3301,SCZS-ROUTER-3311,5
NTNK-ROUTER-3301,SCZS-ROUTER-3312,5
NTNK-ROUTER-3301,SHGS-ROUTER-3301,1
NTNK-ROUTER-3301,SHGS-ROUTER-3302,1
NTNK-ROUTER-3301,SHMZ-ROUTER-3302,1
NTNK-ROUTER-3301,SIPR-ROUTER-3301,1
NTNK-ROUTER-3301,SIPR-ROUTER-3302,1
NTNK-ROUTER-3301,SKC1-ROUTER-3311,2
NTNK-ROUTER-3301,SKC1-ROUTER-3312,1
NTNK-ROUTER-3301,SKC1-ROUTER-3315,6
NTNK-ROUTER-3301,SKC1-ROUTER-3316,8
NTNK-ROUTER-3301,SKC1-ROUTER-4031,2
NTNK-ROUTER-3301,SNUH-ROUTER-3301,6
NTNK-ROUTER-3301,SNUH-ROUTER-3302,12
NTNK-ROUTER-3301,TCHN-ROUTER-3301,11
NTNK-ROUTER-3301,TCHN-ROUTER-3302,16
NTNK-ROUTER-3301,TCKK-ROUTER-3301,1
NTNK-ROUTER-3301,TCKK-ROUTER-3302,1
NTNK-ROUTER-3301,TCWH-ROUTER-3301,2
NTNK-ROUTER-3301,TLHN-ROUTER-3301,1
NTNK-ROUTER-3301,TLHN-ROUTER-3302,2
NTNK-ROUTER-3301,TNCD-ROUTER-3311,2
NTNK-ROUTER-3301,TNCD-ROUTER-3312,1
NTNK-ROUTER-3301,TNE1-ROUTER-3301,33
NTNK-ROUTER-3301,TNE1-ROUTER-3302,4
NTNK-ROUTER-3301,TPDB-ROUTER-3311,12
NTNK-ROUTER-3301,TPDB-ROUTER-3312,1
NTNK-ROUTER-3301,TPDB-ROUTER-3315,1
NTNK-ROUTER-3301,TPDB-ROUTER-3316,3
NTNK-ROUTER-3301,TPDB-ROUTER-4202,1
NTNK-ROUTER-3301,TPDB-ROUTER-4208,3
NTNK-ROUTER-3301,TPDB-ROUTER-4209,15
NTNK-ROUTER-3301,TPDB-ROUTER-4210,23
NTNK-ROUTER-3301,TPDT-ROUTER-3301,2
NTNK-ROUTER-3301,TPDT-ROUTER-3307,19
NTNK-ROUTER-3301,TPDT-ROUTER-3308,13
NTNK-ROUTER-3301,TPDT-ROUTER-4001,31
NTNK-ROUTER-3301,TPDT-ROUTER-4002,31
NTNK-ROUTER-3301,TPDT-ROUTER-4003,29
NTNK-ROUTER-3301,TPDT-ROUTER-4004,29
NTNK-ROUTER-3301,TPDT-ROUTER-4005,34
NTNK-ROUTER-3301,TPDT-ROUTER-4006,27
NTNK-ROUTER-3301,TPDT-ROUTER-4042,1
NTNK-ROUTER-3301,TPE4-ROUTER-3301,4
NTNK-ROUTER-3301,TPE4-ROUTER-3302,6
NTNK-ROUTER-3301,TPN2-ROUTER-3301,3
NTNK-ROUTER-3301,TPN2-ROUTER-3302,3
NTNK-ROUTER-3301,TTML-ROUTER-3302,1
NTNK-ROUTER-3301,TYFO-ROUTER-3301,7
NTNK-ROUTER-3301,TYFO-ROUTER-3302,5
NTNK-ROUTER-3301,TYFO-ROUTER-3305,2
NTNK-ROUTER-3301,TYFO-ROUTER-3306,1
NTNK-ROUTER-3301,TYFO-ROUTER-4031,3
NTNK-ROUTER-3301,TYFO-ROUTER-4032,2
NTNK-ROUTER-3302,0.0.0.0,1
NTNK-ROUTER-3302,203.75.75.129,3
NTNK-ROUTER-3302,210.59.129.1,3
NTNK-ROUTER-3302,220.128.0.245,2
NTNK-ROUTER-3302,CAW1-ROUTER-3311,1
NTNK-ROUTER-3302,CAW1-ROUTER-3312,1
NTNK-ROUTER-3302,CHCH-ROUTER-3301,10
NTNK-ROUTER-3302,CHCH-ROUTER-3302,10
NTNK-ROUTER-3302,CLPY-ROUTER-3301,3
NTNK-ROUTER-3302,CLPY-ROUTER-3302,3
NTNK-ROUTER-3302,CSLL-ROUTER-3301,2
NTNK-ROUTER-3302,CSLL-ROUTER-3302,1
NTNK-ROUTER-3302,FSE1-ROUTER-3302,3
NTNK-ROUTER-3302,FYFY-ROUTER-3301,1
NTNK-ROUTER-3302,FYFY-ROUTER-3302,1
NTNK-ROUTER-3302,HK-R11,3
NTNK-ROUTER-3302,HK-R12,1
NTNK-ROUTER-3302,HLCA-ROUTER-3302,3
NTNK-ROUTER-3302,MLML-ROUTER-3301,1
NTNK-ROUTER-3302,MLML-ROUTER-3302,2
NTNK-ROUTER-3302,NKN1-ROUTER-3311,2
NTNK-ROUTER-3302,NKN1-ROUTER-3312,4
NTNK-ROUTER-3302,NTNK-ROUTER-3301,17
NTNK-ROUTER-3302,NTNK-ROUTER-3302,4
NTNK-ROUTER-3302,PCPC-ROUTER-3301,4
NTNK-ROUTER-3302,PCPC-ROUTER-3302,8
NTNK-ROUTER-3302,PCPD-ROUTER-4001,1
NTNK-ROUTER-3302,PTHS-ROUTER-3312,2
NTNK-ROUTER-3302,SCZS-ROUTER-3311,3
NTNK-ROUTER-3302,SCZS-ROUTER-3312,2
NTNK-ROUTER-3302,SIPR-ROUTER-3302,1
NTNK-ROUTER-3302,SKC1-ROUTER-3311,1
NTNK-ROUTER-3302,SKC1-ROUTER-3315,5
NTNK-ROUTER-3302,SKC1-ROUTER-3316,9
NTNK-ROUTER-3302,SKC1-ROUTER-4031,1
NTNK-ROUTER-3302,SNUH-ROUTER-3301,5
NTNK-ROUTER-3302,SNUH-ROUTER-3302,4
NTNK-ROUTER-3302,TCHN-ROUTER-3301,8
NTNK-ROUTER-3302,TCHN-ROUTER-3302,7
NTNK-ROUTER-3302,TCWH-ROUTER-3301,1
NTNK-ROUTER-3302,TLHN-ROUTER-3301,1
NTNK-ROUTER-3302,TLHN-ROUTER-3302,1
NTNK-ROUTER-3302,TNCD-ROUTER-3311,1
NTNK-ROUTER-3302,TNCD-ROUTER-3312,2
NTNK-ROUTER-3302,TNE1-ROUTER-3301,39
NTNK-ROUTER-3302,TNE1-ROUTER-3302,2
NTNK-ROUTER-3302,TPDB-ROUTER-3311,6
NTNK-ROUTER-3302,TPDB-ROUTER-3315,2
NTNK-ROUTER-3302,TPDB-ROUTER-3316,1
NTNK-ROUTER-3302,TPDB-ROUTER-4208,2
NTNK-ROUTER-3302,TPDB-ROUTER-4209,10
NTNK-ROUTER-3302,TPDB-ROUTER-4210,15
NTNK-ROUTER-3302,TPDT-ROUTER-3301,1
NTNK-ROUTER-3302,TPDT-ROUTER-3307,5
NTNK-ROUTER-3302,TPDT-ROUTER-3308,8
NTNK-ROUTER-3302,TPDT-ROUTER-4001,19
NTNK-ROUTER-3302,TPDT-ROUTER-4002,23
NTNK-ROUTER-3302,TPDT-ROUTER-4003,20
NTNK-ROUTER-3302,TPDT-ROUTER-4004,19
NTNK-ROUTER-3302,TPDT-ROUTER-4005,20
NTNK-ROUTER-3302,TPDT-ROUTER-4006,16
NTNK-ROUTER-3302,TPE4-ROUTER-3301,3
NTNK-ROUTER-3302,TPE4-ROUTER-3302,3
NTNK-ROUTER-3302,TPN2-ROUTER-3301,1
NTNK-ROUTER-3302,TPN2-ROUTER-3302,6
NTNK-ROUTER-3302,TYFO-ROUTER-3301,3
NTNK-ROUTER-3302,TYFO-ROUTER-3302,5
NTNK-ROUTER-3302,TYFO-ROUTER-3305,2
NTNK-ROUTER-3302,TYFO-ROUTER-4031,2
NTNK-ROUTER-3302,TYFO-ROUTER-4032,1
NTNK-ROUTER-3302,ULUL-ROUTER-3301,1
PCPC-ROUTER-3301,0.0.0.0,2
PCPC-ROUTER-3301,203.75.189.227,1
PCPC-ROUTER-3301,203.75.189.228,1
PCPC-ROUTER-3301,203.75.2.131,1
PCPC-ROUTER-3301,203.75.75.129,31
PCPC-ROUTER-3301,210.242.0.189,1
PCPC-ROUTER-3301,210.242.0.190,1
PCPC-ROUTER-3301,210.242.0.253,2
PCPC-ROUTER-3301,210.59.129.1,33
PCPC-ROUTER-3301,220.128.0.245,33
PCPC-ROUTER-3301,CAW1-ROUTER-3311,9
PCPC-ROUTER-3301,CAW1-ROUTER-3312,14
PCPC-ROUTER-3301,CHCH-ROUTER-3301,59
PCPC-ROUTER-3301,CHCH-ROUTER-3302,12
PCPC-ROUTER-3301,CLPY-ROUTER-3301,47
PCPC-ROUTER-3301,CLPY-ROUTER-3302,48
PCPC-ROUTER-3301,CSLL-ROUTER-3301,8
PCPC-ROUTER-3301,CSLL-ROUTER-3302,8
PCPC-ROUTER-3301,FSE1-ROUTER-3301,189
PCPC-ROUTER-3301,FSE1-ROUTER-3302,201
PCPC-ROUTER-3301,FYFY-ROUTER-3301,7
PCPC-ROUTER-3301,FYFY-ROUTER-3302,9
PCPC-ROUTER-3301,HK-R11,28
PCPC-ROUTER-3301,HK-R12,7
PCPC-ROUTER-3301,HLCA-ROUTER-3301,11
PCPC-ROUTER-3301,HLCA-ROUTER-3302,13
PCPC-ROUTER-3301,HYMD-ROUTER-3301,173
PCPC-ROUTER-3301,HYMD-ROUTER-3302,158
PCPC-ROUTER-3301,KMKC-ROUTER-3301,2
PCPC-ROUTER-3301,KMKC-ROUTER-3302,1
PCPC-ROUTER-3301,MLML-ROUTER-3301,7
PCPC-ROUTER-3301,MLML-ROUTER-3302,8
PCPC-ROUTER-3301,NKN1-ROUTER-3311,26
PCPC-ROUTER-3301,NKN1-ROUTER-3312,27
PCPC-ROUTER-3301,NTNK-ROUTER-3301,12
PCPC-ROUTER-3301,NTNK-ROUTER-3302,7
PCPC-ROUTER-3301,PCPC-ROUTER-3301,1797
PCPC-ROUTER-3301,PCPC-ROUTER-3302,1654
PCPC-ROUTER-3301,PCPD-ROUTER-3211,13
PCPC-ROUTER-3301,PCPD-ROUTER-3212,13
PCPC-ROUTER-3301,PCPD-ROUTER-4001,5
PCPC-ROUTER-3301,PHMK-ROUTER-3201,2
PCPC-ROUTER-3301,PHMK-ROUTER-3202,1
PCPC-ROUTER-3301,PTHS-ROUTER-3311,5
PCPC-ROUTER-3301,PTHS-ROUTER-3312,6
PCPC-ROUTER-3301,RTKZ-ROUTER-3311,12
PCPC-ROUTER-3301,RTKZ-ROUTER-3312,9
PCPC-ROUTER-3301,SCZS-ROUTER-3311,91
PCPC-ROUTER-3301,SCZS-ROUTER-3312,59
PCPC-ROUTER-3301,SHGS-ROUTER-3301,14
PCPC-ROUTER-3301,SHGS-ROUTER-3302,17
PCPC-ROUTER-3301,SHMZ-ROUTER-3301,12
PCPC-ROUTER-3301,SHMZ-ROUTER-3302,13
PCPC-ROUTER-3301,SIPR-ROUTER-3301,9
PCPC-ROUTER-3301,SIPR-ROUTER-3302,14
PCPC-ROUTER-3301,SKC1-ROUTER-3011,1
PCPC-ROUTER-3301,SKC1-ROUTER-3311,8
PCPC-ROUTER-3301,SKC1-ROUTER-3312,3
PCPC-ROUTER-3301,SKC1-ROUTER-3315,93
PCPC-ROUTER-3301,SKC1-ROUTER-3316,17
PCPC-ROUTER-3301,SKC1-ROUTER-4031,10
PCPC-ROUTER-3301,SKC1-ROUTER-4032,1
PCPC-ROUTER-3301,SKC1-ROUTER-4935,1
PCPC-ROUTER-3301,SNUH-ROUTER-3301,75
PCPC-ROUTER-3301,SNUH-ROUTER-3302,100
PCPC-ROUTER-3301,TCHN-ROUTER-3301,97
PCPC-ROUTER-3301,TCHN-ROUTER-3302,45
PCPC-ROUTER-3301,TCHN-ROUTER-4935,1
PCPC-ROUTER-3301,TCKK-ROUTER-3301,3
PCPC-ROUTER-3301,TCKK-ROUTER-3302,3
PCPC-ROUTER-3301,TCWH-ROUTER-3301,11
PCPC-ROUTER-3301,TLHN-ROUTER-3301,512
PCPC-ROUTER-3301,TLHN-ROUTER-3302,460
PCPC-ROUTER-3301,TNCD-ROUTER-3311,17
PCPC-ROUTER-3301,TNCD-ROUTER-3312,10
PCPC-ROUTER-3301,TNE1-ROUTER-3301,304
PCPC-ROUTER-3301,TNE1-ROUTER-3302,19
PCPC-ROUTER-3301,TPDB-ROUTER-3311,72
PCPC-ROUTER-3301,TPDB-ROUTER-3312,32
PCPC-ROUTER-3301,TPDB-ROUTER-3315,88
PCPC-ROUTER-3301,TPDB-ROUTER-3316,20
PCPC-ROUTER-3301,TPDB-ROUTER-4036,1
PCPC-ROUTER-3301,TPDB-ROUTER-4202,2
PCPC-ROUTER-3301,TPDB-ROUTER-4207,1
PCPC-ROUTER-3301,TPDB-ROUTER-4208,29
PCPC-ROUTER-3301,TPDB-ROUTER-4209,157
PCPC-ROUTER-3301,TPDB-ROUTER-4210,293
PCPC-ROUTER-3301,TPDT-ROUTER-3301,8
PCPC-ROUTER-3301,TPDT-ROUTER-3302,6
PCPC-ROUTER-3301,TPDT-ROUTER-3307,51
PCPC-ROUTER-3301,TPDT-ROUTER-3308,79
PCPC-ROUTER-3301,TPDT-ROUTER-4001,162
